Collection Object GUID,Prev/Exch #
dc9d0d28-1ed3-11e3-bfac-90b11c41863e,KUBS 776
dcbf2cd8-1ed3-11e3-bfac-90b11c41863e,KUBS 777
dcac7549-1ed3-11e3-bfac-90b11c41863e,KUBS 778
dc52e2ad-1ed3-11e3-bfac-90b11c41863e,LBUCH 118-18
dc624a1b-1ed3-11e3-bfac-90b11c41863e,LBUCH 118-27
dc52e718-1ed3-11e3-bfac-90b11c41863e,LBUCH 118-28
dc51fd9b-1ed3-11e3-bfac-90b11c41863e,LBUCH 118-28pt.
dc529065-1ed3-11e3-bfac-90b11c41863e,LBUCH 160879D
dc520ebc-1ed3-11e3-bfac-90b11c41863e,LBUCH 170480C
dc5291bb-1ed3-11e3-bfac-90b11c41863e,LBUCH 170480C
dc532b9e-1ed3-11e3-bfac-90b11c41863e,LBUCH 181278A
dc532cae-1ed3-11e3-bfac-90b11c41863e,LBUCH 181278B
dc532dba-1ed3-11e3-bfac-90b11c41863e,LBUCH 181278B
dc53372b-1ed3-11e3-bfac-90b11c41863e,LBUCH 190579A
dc53383d-1ed3-11e3-bfac-90b11c41863e,LBUCH 190579B
dc520dab-1ed3-11e3-bfac-90b11c41863e,LBUCH 190579D
dc528d80-1ed3-11e3-bfac-90b11c41863e,LBUCH 190579D
dc528f0d-1ed3-11e3-bfac-90b11c41863e,LBUCH 19057D
dc520ca0-1ed3-11e3-bfac-90b11c41863e,LBUCH 190879D
dc5212f1-1ed3-11e3-bfac-90b11c41863e,LBUCH 200579A
dc53394c-1ed3-11e3-bfac-90b11c41863e,LBUCH 280878B
dc532a8b-1ed3-11e3-bfac-90b11c41863e,LBUCH 290878B
dc7befcd-1ed3-11e3-bfac-90b11c41863e,MCZ 125398
db57d8e8-1ed3-11e3-bfac-90b11c41863e,MCZ 127159
dcc6b345-1ed3-11e3-bfac-90b11c41863e,MCZ 127160
dca6ed10-1ed3-11e3-bfac-90b11c41863e,MCZ 127162
db545b72-1ed3-11e3-bfac-90b11c41863e,MCZ 127164
db736349-1ed3-11e3-bfac-90b11c41863e,MCZ 127168
dcd38f29-1ed3-11e3-bfac-90b11c41863e,MCZ 127169
dcc103cb-1ed3-11e3-bfac-90b11c41863e,MCZ 127170
db45674b-1ed3-11e3-bfac-90b11c41863e,MCZ 127172
dcc41d4a-1ed3-11e3-bfac-90b11c41863e,MCZ 127173
dcc2f1b4-1ed3-11e3-bfac-90b11c41863e,MCZ 155019
db2b3acd-1ed3-11e3-bfac-90b11c41863e,MCZ 155947
dc93a30e-1ed3-11e3-bfac-90b11c41863e,MCZ 156579
db2236b8-1ed3-11e3-bfac-90b11c41863e,MCZ 163009
db1c4353-1ed3-11e3-bfac-90b11c41863e,MCZ 163012
db714763-1ed3-11e3-bfac-90b11c41863e,MCZ 163014
db728198-1ed3-11e3-bfac-90b11c41863e,MCZ 163015
db1ddb94-1ed3-11e3-bfac-90b11c41863e,MCZ 163559
dcb1f9ab-1ed3-11e3-bfac-90b11c41863e,MCZ 163562
dc96bbbe-1ed3-11e3-bfac-90b11c41863e,MCZ 163574
dc93e08a-1ed3-11e3-bfac-90b11c41863e,MCZ 163578
dcaae2d8-1ed3-11e3-bfac-90b11c41863e,MCZ 163628
db5527b4-1ed3-11e3-bfac-90b11c41863e,MCZ 163638
dc283596-1ed3-11e3-bfac-90b11c41863e,MCZ 42212
dc9613dc-1ed3-11e3-bfac-90b11c41863e,MCZ uncat.
dca0b4c4-1ed3-11e3-bfac-90b11c41863e,MCZ uncat.
765c7d34-12a7-4d02-a1c8-e17b1ae2fae4,MZ20
210f4f85-80d0-4a1e-ad4f-267d535594e5,MZ21
554d335e-ed5d-4b7b-b290-7ef58e134496,MZ28
dc56a813-1ed3-11e3-bfac-90b11c41863e,NCSM 2833
dc43ac71-1ed3-11e3-bfac-90b11c41863e,NLU 10193
dc43c9ea-1ed3-11e3-bfac-90b11c41863e,NLU 11327
dc43c5c4-1ed3-11e3-bfac-90b11c41863e,NLU 11508
dc43c6cd-1ed3-11e3-bfac-90b11c41863e,NLU 12376
dc7ca5bd-1ed3-11e3-bfac-90b11c41863e,NLU 13293
dc439cee-1ed3-11e3-bfac-90b11c41863e,NLU 13404
dc43907f-1ed3-11e3-bfac-90b11c41863e,NLU 13674
dc43bf7c-1ed3-11e3-bfac-90b11c41863e,NLU 14522
dc43be73-1ed3-11e3-bfac-90b11c41863e,NLU 14542
dc43bd61-1ed3-11e3-bfac-90b11c41863e,NLU 14906
dc437cdb-1ed3-11e3-bfac-90b11c41863e,NLU 17060
dc43d4ec-1ed3-11e3-bfac-90b11c41863e,NLU 17309
dc43cd06-1ed3-11e3-bfac-90b11c41863e,NLU 18258
dc43c08b-1ed3-11e3-bfac-90b11c41863e,NLU 18828
dc43bb09-1ed3-11e3-bfac-90b11c41863e,NLU 18924
dc502438-1ed3-11e3-bfac-90b11c41863e,NLU 18924
dc43a363-1ed3-11e3-bfac-90b11c41863e,NLU 18934
dc438ac0-1ed3-11e3-bfac-90b11c41863e,NLU 18984
dc43c8e3-1ed3-11e3-bfac-90b11c41863e,NLU 20211
dc45809b-1ed3-11e3-bfac-90b11c41863e,NLU 20211
dc4388bf-1ed3-11e3-bfac-90b11c41863e,NLU 20308
dc4396ea-1ed3-11e3-bfac-90b11c41863e,NLU 20322
dc43d11f-1ed3-11e3-bfac-90b11c41863e,NLU 20453
dc439e43-1ed3-11e3-bfac-90b11c41863e,NLU 21386
dc43d3de-1ed3-11e3-bfac-90b11c41863e,NLU 21418
dc4380ca-1ed3-11e3-bfac-90b11c41863e,NLU 21902
dc43c7d6-1ed3-11e3-bfac-90b11c41863e,NLU 21920
dc43cf11-1ed3-11e3-bfac-90b11c41863e,NLU 21955
dc43a7f9-1ed3-11e3-bfac-90b11c41863e,NLU 22312
dc438f65-1ed3-11e3-bfac-90b11c41863e,NLU 23572
dc4389bc-1ed3-11e3-bfac-90b11c41863e,NLU 23849
dc43ce0e-1ed3-11e3-bfac-90b11c41863e,NLU 25479
dc4387b2-1ed3-11e3-bfac-90b11c41863e,NLU 25564
dc43bc26-1ed3-11e3-bfac-90b11c41863e,NLU 25882
dc43d5f5-1ed3-11e3-bfac-90b11c41863e,NLU 28402
dc437ea9-1ed3-11e3-bfac-90b11c41863e,NLU 28421
dc43cbff-1ed3-11e3-bfac-90b11c41863e,NLU 28761
dc43c4b8-1ed3-11e3-bfac-90b11c41863e,NLU 29910
dc4381d6-1ed3-11e3-bfac-90b11c41863e,NLU 30047
dc43c2a2-1ed3-11e3-bfac-90b11c41863e,NLU 31229
dc43c198-1ed3-11e3-bfac-90b11c41863e,NLU 3151
dc4391dd-1ed3-11e3-bfac-90b11c41863e,NLU 31679
dc43c3b0-1ed3-11e3-bfac-90b11c41863e,NLU 31685
dc4382e7-1ed3-11e3-bfac-90b11c41863e,NLU 31743
dc43d01b-1ed3-11e3-bfac-90b11c41863e,NLU 32130
dc437793-1ed3-11e3-bfac-90b11c41863e,NLU 32386
dc43b1db-1ed3-11e3-bfac-90b11c41863e,NLU 32882
dc439834-1ed3-11e3-bfac-90b11c41863e,NLU 32921
dc43768e-1ed3-11e3-bfac-90b11c41863e,NLU 32927
dc50191f-1ed3-11e3-bfac-90b11c41863e,NLU 32927
dc501ff9-1ed3-11e3-bfac-90b11c41863e,NLU 32927
dc43caf5-1ed3-11e3-bfac-90b11c41863e,NLU 33050
dc3839df-1ed3-11e3-bfac-90b11c41863e,NLU 3481
dc501a31-1ed3-11e3-bfac-90b11c41863e,NLU 46177
dc437899-1ed3-11e3-bfac-90b11c41863e,NLU 5005
dc7ca4aa-1ed3-11e3-bfac-90b11c41863e,NLU 52564
dc437588-1ed3-11e3-bfac-90b11c41863e,NLU 5795
dc43d2c9-1ed3-11e3-bfac-90b11c41863e,NLU 5930
dc437fbf-1ed3-11e3-bfac-90b11c41863e,NLU 9706
dc50232b-1ed3-11e3-bfac-90b11c41863e,NLU uncat. 44828
dc502110-1ed3-11e3-bfac-90b11c41863e,NLU uncat. 44906
dc50221f-1ed3-11e3-bfac-90b11c41863e,NLU uncat. 9548
dc504280-1ed3-11e3-bfac-90b11c41863e,NMC 64-602
dc50412f-1ed3-11e3-bfac-90b11c41863e,NMC 70-191
dc5043ce-1ed3-11e3-bfac-90b11c41863e,NMC 80-979
dc0a40e5-1ed3-11e3-bfac-90b11c41863e,NSMT 19640707-7
dc66270b-1ed3-11e3-bfac-90b11c41863e,NSMT P-11989
dcab6f61-1ed3-11e3-bfac-90b11c41863e,NSMT P-123179
dc66226f-1ed3-11e3-bfac-90b11c41863e,NSMT P-28435
dc6623f8-1ed3-11e3-bfac-90b11c41863e,NSMT P-28472
dc66257e-1ed3-11e3-bfac-90b11c41863e,NSMT P-43856
dc6628db-1ed3-11e3-bfac-90b11c41863e,NSMT PSK-15056
dbb15195-1ed3-11e3-bfac-90b11c41863e,OAM 4096
dbb138a5-1ed3-11e3-bfac-90b11c41863e,OAM 4551
dc82ea49-1ed3-11e3-bfac-90b11c41863e,Old Zool. #154
dc82e5fa-1ed3-11e3-bfac-90b11c41863e,Old Zool. #405
dc82eb54-1ed3-11e3-bfac-90b11c41863e,Old Zool. #P159
dc7a0a03-1ed3-11e3-bfac-90b11c41863e,Old Zool. 557
dc82e2ed-1ed3-11e3-bfac-90b11c41863e,old zool. 75
dc661269-1ed3-11e3-bfac-90b11c41863e,OSU 11749
dc6610f2-1ed3-11e3-bfac-90b11c41863e,OSU 12374
dc505e4b-1ed3-11e3-bfac-90b11c41863e,OSU 147
dc505d42-1ed3-11e3-bfac-90b11c41863e,OSU 2849
dc506271-1ed3-11e3-bfac-90b11c41863e,OSU 3142
dc50591a-1ed3-11e3-bfac-90b11c41863e,OSU 4105
dc506062-1ed3-11e3-bfac-90b11c41863e,OSU 4574
dc5055f2-1ed3-11e3-bfac-90b11c41863e,OSU 5506
dc505f59-1ed3-11e3-bfac-90b11c41863e,OSU 6201
dc5054e9-1ed3-11e3-bfac-90b11c41863e,OSU 7046
db77ace2-1ed3-11e3-bfac-90b11c41863e,OSU uncat
dc505700-1ed3-11e3-bfac-90b11c41863e,OSU uncataloged
dc50580d-1ed3-11e3-bfac-90b11c41863e,OSU uncataloged
dc505a23-1ed3-11e3-bfac-90b11c41863e,OSU uncataloged
dc505b2e-1ed3-11e3-bfac-90b11c41863e,OSU uncataloged
dc505c3c-1ed3-11e3-bfac-90b11c41863e,OSU uncataloged
dc506169-1ed3-11e3-bfac-90b11c41863e,OSU uncataloged
dc62eac8-1ed3-11e3-bfac-90b11c41863e,out of KU 20963
b4c47134-d62b-4854-8048-ed4157327222,P922262
b9e3d7dd-2c55-4a47-bfe3-d94e0d8dec2d,S.10264-002
55eb726c-94e2-4213-93d5-a040374d7e4d,S.12536-014
dab31034-5e2f-4693-bbb5-7f5dddc41fdd,S.13001-015
719d2e77-796b-4f73-8b16-f284a3734576,S.14487-005
25fc4dd9-018f-4355-8f7f-e451f947c811,S.14679-001
9788ef74-d66f-4a40-8da2-b04e153cd0d0,S.14680-002
dbf12f22-1ed3-11e3-bfac-90b11c41863e,see remarks
dbf1307a-1ed3-11e3-bfac-90b11c41863e,see remarks
dbf135c1-1ed3-11e3-bfac-90b11c41863e,see remarks
dc82e3f3-1ed3-11e3-bfac-90b11c41863e,see remarks
dcdb2c03-1ed3-11e3-bfac-90b11c41863e,SIO 04-200
db1a1817-1ed3-11e3-bfac-90b11c41863e,SIO 65-52
db69044c-1ed3-11e3-bfac-90b11c41863e,SIO 66-30
390c8590-b9b8-4024-812c-561376b62c59,SIO 66-305
db24fde3-1ed3-11e3-bfac-90b11c41863e,SIO 82-4
6eeb6e8b-0807-4cd6-b6db-2c473526ef6d,SIO 84-42
db3ec02d-1ed3-11e3-bfac-90b11c41863e,SIO 95-136
dc93ffa0-1ed3-11e3-bfac-90b11c41863e,TU 1001
dccd0fea-1ed3-11e3-bfac-90b11c41863e,TU 1002
dcc611e5-1ed3-11e3-bfac-90b11c41863e,TU 1005
db84b04b-1ed3-11e3-bfac-90b11c41863e,TU 1015
dcc732a3-1ed3-11e3-bfac-90b11c41863e,TU 1016
db734745-1ed3-11e3-bfac-90b11c41863e,TU 1017
db458f45-1ed3-11e3-bfac-90b11c41863e,TU 1029
db2a234e-1ed3-11e3-bfac-90b11c41863e,TU 1035
dc959464-1ed3-11e3-bfac-90b11c41863e,TU 104
db6758eb-1ed3-11e3-bfac-90b11c41863e,TU 1040
dcc030e9-1ed3-11e3-bfac-90b11c41863e,TU 1050
db20a6db-1ed3-11e3-bfac-90b11c41863e,TU 1057
db7358b7-1ed3-11e3-bfac-90b11c41863e,TU 1059
db87f41c-1ed3-11e3-bfac-90b11c41863e,TU 1075
db7ceb17-1ed3-11e3-bfac-90b11c41863e,TU 1080
db192706-1ed3-11e3-bfac-90b11c41863e,TU 1083
dcc26f10-1ed3-11e3-bfac-90b11c41863e,TU 1085
dcb4a0a9-1ed3-11e3-bfac-90b11c41863e,TU 1089
dc9922da-1ed3-11e3-bfac-90b11c41863e,TU 1095
dc9457f4-1ed3-11e3-bfac-90b11c41863e,TU 1108
dc96f2a4-1ed3-11e3-bfac-90b11c41863e,TU 1111
db7feddb-1ed3-11e3-bfac-90b11c41863e,TU 1117
dc9fd427-1ed3-11e3-bfac-90b11c41863e,TU 1118
dc9469e3-1ed3-11e3-bfac-90b11c41863e,TU 1123
db4569dd-1ed3-11e3-bfac-90b11c41863e,TU 1128
dcc3c0df-1ed3-11e3-bfac-90b11c41863e,TU 113
dc953dfd-1ed3-11e3-bfac-90b11c41863e,TU 1131
dcc851e7-1ed3-11e3-bfac-90b11c41863e,TU 1132
dcd5e039-1ed3-11e3-bfac-90b11c41863e,TU 1137
db27cccb-1ed3-11e3-bfac-90b11c41863e,TU 1138
db562159-1ed3-11e3-bfac-90b11c41863e,TU 1151
db67dab1-1ed3-11e3-bfac-90b11c41863e,TU 1158
db46d29e-1ed3-11e3-bfac-90b11c41863e,TU 116
db42b7ce-1ed3-11e3-bfac-90b11c41863e,TU 1160
db2c11c5-1ed3-11e3-bfac-90b11c41863e,TU 1162
dca4ff18-1ed3-11e3-bfac-90b11c41863e,TU 1165
db194514-1ed3-11e3-bfac-90b11c41863e,TU 117
db46c394-1ed3-11e3-bfac-90b11c41863e,TU 1171
dcc7926c-1ed3-11e3-bfac-90b11c41863e,TU 1172
dcca5e7b-1ed3-11e3-bfac-90b11c41863e,TU 1173
dcc37e2f-1ed3-11e3-bfac-90b11c41863e,TU 1185
dc970156-1ed3-11e3-bfac-90b11c41863e,TU 1186
dc95fcb0-1ed3-11e3-bfac-90b11c41863e,TU 1190
dcc4de84-1ed3-11e3-bfac-90b11c41863e,TU 1199
dca15a0e-1ed3-11e3-bfac-90b11c41863e,TU 1207
db529d5a-1ed3-11e3-bfac-90b11c41863e,TU 1208
dcd350a2-1ed3-11e3-bfac-90b11c41863e,TU 1209
db3badc5-1ed3-11e3-bfac-90b11c41863e,TU 1213
dc762496-1ed3-11e3-bfac-90b11c41863e,TU 121415
db28589f-1ed3-11e3-bfac-90b11c41863e,TU 1215
db1ff489-1ed3-11e3-bfac-90b11c41863e,TU 1217
dcc63e9a-1ed3-11e3-bfac-90b11c41863e,TU 1221
dc9f9e16-1ed3-11e3-bfac-90b11c41863e,TU 1231
db244973-1ed3-11e3-bfac-90b11c41863e,TU 1233
dccdc85f-1ed3-11e3-bfac-90b11c41863e,TU 1234
dcd310e6-1ed3-11e3-bfac-90b11c41863e,TU 1250
dca385f1-1ed3-11e3-bfac-90b11c41863e,TU 1251
dcd42100-1ed3-11e3-bfac-90b11c41863e,TU 1254
dc9e0a21-1ed3-11e3-bfac-90b11c41863e,TU 1255
db50b2d6-1ed3-11e3-bfac-90b11c41863e,TU 1272
db6359b4-1ed3-11e3-bfac-90b11c41863e,TU 1274
db5ea877-1ed3-11e3-bfac-90b11c41863e,TU 1277
db67fd63-1ed3-11e3-bfac-90b11c41863e,TU 1283
db419d29-1ed3-11e3-bfac-90b11c41863e,TU 1291
dcd017ad-1ed3-11e3-bfac-90b11c41863e,TU 1295
db56863c-1ed3-11e3-bfac-90b11c41863e,TU 1296
dcc1a58e-1ed3-11e3-bfac-90b11c41863e,TU 1301
dc9f245a-1ed3-11e3-bfac-90b11c41863e,TU 1310
dc9c6a77-1ed3-11e3-bfac-90b11c41863e,TU 1311
dca22c06-1ed3-11e3-bfac-90b11c41863e,TU 1313
db518ee5-1ed3-11e3-bfac-90b11c41863e,TU 1314
db74b797-1ed3-11e3-bfac-90b11c41863e,TU 1325
db3c0405-1ed3-11e3-bfac-90b11c41863e,TU 1326
dc9555af-1ed3-11e3-bfac-90b11c41863e,TU 1364
db716f27-1ed3-11e3-bfac-90b11c41863e,TU 1373
dc9d3481-1ed3-11e3-bfac-90b11c41863e,TU 1409
dca3e84e-1ed3-11e3-bfac-90b11c41863e,TU 1410
dcb93927-1ed3-11e3-bfac-90b11c41863e,TU 1415
dcc13e7e-1ed3-11e3-bfac-90b11c41863e,TU 1416
db459e5d-1ed3-11e3-bfac-90b11c41863e,TU 142
db20a1f9-1ed3-11e3-bfac-90b11c41863e,TU 1420
db589e6a-1ed3-11e3-bfac-90b11c41863e,TU 1424
dcbf9aa0-1ed3-11e3-bfac-90b11c41863e,TU 1429
dc9633f1-1ed3-11e3-bfac-90b11c41863e,TU 1441
dccbffb1-1ed3-11e3-bfac-90b11c41863e,TU 1452
dcbe7ee5-1ed3-11e3-bfac-90b11c41863e,TU 1453
db86d769-1ed3-11e3-bfac-90b11c41863e,TU 1454
dc95e4c9-1ed3-11e3-bfac-90b11c41863e,TU 1472
dca8b453-1ed3-11e3-bfac-90b11c41863e,TU 1507
db1e6d49-1ed3-11e3-bfac-90b11c41863e,TU 1509
dcc7aeda-1ed3-11e3-bfac-90b11c41863e,TU 151
dca4a5da-1ed3-11e3-bfac-90b11c41863e,TU 1511
db413c1a-1ed3-11e3-bfac-90b11c41863e,TU 1530
db20c674-1ed3-11e3-bfac-90b11c41863e,TU 1538
dcd2c46d-1ed3-11e3-bfac-90b11c41863e,TU 1539
dc99d332-1ed3-11e3-bfac-90b11c41863e,TU 1540
db698559-1ed3-11e3-bfac-90b11c41863e,TU 1541
dcb95b20-1ed3-11e3-bfac-90b11c41863e,TU 1552
db5e02f8-1ed3-11e3-bfac-90b11c41863e,TU 1553
dcc18bb4-1ed3-11e3-bfac-90b11c41863e,TU 1572
db3fb1bc-1ed3-11e3-bfac-90b11c41863e,TU 1575
db5e53f4-1ed3-11e3-bfac-90b11c41863e,TU 1590
db482fba-1ed3-11e3-bfac-90b11c41863e,TU 1600
dca18289-1ed3-11e3-bfac-90b11c41863e,TU 1605
dc963f84-1ed3-11e3-bfac-90b11c41863e,TU 1610
db5c8c45-1ed3-11e3-bfac-90b11c41863e,TU 1630
db7f6245-1ed3-11e3-bfac-90b11c41863e,TU 1631
db73853c-1ed3-11e3-bfac-90b11c41863e,TU 1632
dc959ee0-1ed3-11e3-bfac-90b11c41863e,TU 1634
db55fc86-1ed3-11e3-bfac-90b11c41863e,TU 1635
dc95b8da-1ed3-11e3-bfac-90b11c41863e,TU 1639
db1e4f70-1ed3-11e3-bfac-90b11c41863e,TU 164
dca85c6d-1ed3-11e3-bfac-90b11c41863e,TU 1641
dcbdc878-1ed3-11e3-bfac-90b11c41863e,TU 1642
dca1faa4-1ed3-11e3-bfac-90b11c41863e,TU 1643
db2b49a5-1ed3-11e3-bfac-90b11c41863e,TU 1658
db203ab7-1ed3-11e3-bfac-90b11c41863e,TU 166
db23eb29-1ed3-11e3-bfac-90b11c41863e,TU 1661
dc94070e-1ed3-11e3-bfac-90b11c41863e,TU 1662
dcbffc4a-1ed3-11e3-bfac-90b11c41863e,TU 1684
dc9acd53-1ed3-11e3-bfac-90b11c41863e,TU 1689
db565ad0-1ed3-11e3-bfac-90b11c41863e,TU 1694
dccf315c-1ed3-11e3-bfac-90b11c41863e,TU 17
dc993e5d-1ed3-11e3-bfac-90b11c41863e,TU 1703
dcd42840-1ed3-11e3-bfac-90b11c41863e,TU 1705
dcac56cc-1ed3-11e3-bfac-90b11c41863e,TU 171
dca0b900-1ed3-11e3-bfac-90b11c41863e,TU 1711
db25a760-1ed3-11e3-bfac-90b11c41863e,TU 1712
dcdad0bc-1ed3-11e3-bfac-90b11c41863e,TU 1715
db4212e6-1ed3-11e3-bfac-90b11c41863e,TU 1722
dcc9fcf4-1ed3-11e3-bfac-90b11c41863e,TU 1724
db3a6ff9-1ed3-11e3-bfac-90b11c41863e,TU 1725
dc9d5134-1ed3-11e3-bfac-90b11c41863e,TU 1731
db8428d8-1ed3-11e3-bfac-90b11c41863e,TU 1733
db3332b5-1ed3-11e3-bfac-90b11c41863e,TU 1734
db494fa3-1ed3-11e3-bfac-90b11c41863e,TU 1748
db3e8b52-1ed3-11e3-bfac-90b11c41863e,TU 1756
dcab88f5-1ed3-11e3-bfac-90b11c41863e,TU 1763
dca5250f-1ed3-11e3-bfac-90b11c41863e,TU 1764
dcc53ccc-1ed3-11e3-bfac-90b11c41863e,TU 1770
db3bca82-1ed3-11e3-bfac-90b11c41863e,TU 1772
dc7bcfa7-1ed3-11e3-bfac-90b11c41863e,TU 17732
dccac928-1ed3-11e3-bfac-90b11c41863e,TU 1783
db516d08-1ed3-11e3-bfac-90b11c41863e,TU 1784
dcc007ed-1ed3-11e3-bfac-90b11c41863e,TU 1791
db893c99-1ed3-11e3-bfac-90b11c41863e,TU 1796
db68dce5-1ed3-11e3-bfac-90b11c41863e,TU 1798
db66086f-1ed3-11e3-bfac-90b11c41863e,TU 1825
dca4227c-1ed3-11e3-bfac-90b11c41863e,TU 1827
dcc1e7bd-1ed3-11e3-bfac-90b11c41863e,TU 1828
db46cd9c-1ed3-11e3-bfac-90b11c41863e,TU 1835
dc9f1056-1ed3-11e3-bfac-90b11c41863e,TU 1836
db89ee5b-1ed3-11e3-bfac-90b11c41863e,TU 1839
db7428a7-1ed3-11e3-bfac-90b11c41863e,TU 1840
dcbdcba6-1ed3-11e3-bfac-90b11c41863e,TU 1847
dca217fd-1ed3-11e3-bfac-90b11c41863e,TU 1848
db49aa83-1ed3-11e3-bfac-90b11c41863e,TU 1856
dcac209a-1ed3-11e3-bfac-90b11c41863e,TU 1857
db20bc62-1ed3-11e3-bfac-90b11c41863e,TU 1859
db27c691-1ed3-11e3-bfac-90b11c41863e,TU 1869
db2755dd-1ed3-11e3-bfac-90b11c41863e,TU 1870
db3e2a35-1ed3-11e3-bfac-90b11c41863e,TU 1871
db7eac21-1ed3-11e3-bfac-90b11c41863e,TU 1878
db531b7c-1ed3-11e3-bfac-90b11c41863e,TU 1884
db4351f8-1ed3-11e3-bfac-90b11c41863e,TU 1890
dcbd1d1a-1ed3-11e3-bfac-90b11c41863e,TU 1898
db3f00cc-1ed3-11e3-bfac-90b11c41863e,TU 1900
dca7325a-1ed3-11e3-bfac-90b11c41863e,TU 1903
dcb99133-1ed3-11e3-bfac-90b11c41863e,TU 1908
db7d1a01-1ed3-11e3-bfac-90b11c41863e,TU 1910
db23fe2e-1ed3-11e3-bfac-90b11c41863e,TU 1926
dc9556fe-1ed3-11e3-bfac-90b11c41863e,TU 1929
dc9a050a-1ed3-11e3-bfac-90b11c41863e,TU 1948
db258463-1ed3-11e3-bfac-90b11c41863e,TU 1953
dcd799c8-1ed3-11e3-bfac-90b11c41863e,TU 1964
db6383e7-1ed3-11e3-bfac-90b11c41863e,TU 1972
db2c88fa-1ed3-11e3-bfac-90b11c41863e,TU 1978
dcb98489-1ed3-11e3-bfac-90b11c41863e,TU 1981
dcc9710c-1ed3-11e3-bfac-90b11c41863e,TU 199
dc958ce7-1ed3-11e3-bfac-90b11c41863e,TU 1999
dca20253-1ed3-11e3-bfac-90b11c41863e,TU 200
db53208f-1ed3-11e3-bfac-90b11c41863e,TU 2004
db285133-1ed3-11e3-bfac-90b11c41863e,TU 2005
db5ae117-1ed3-11e3-bfac-90b11c41863e,TU 2006
dc9abeb4-1ed3-11e3-bfac-90b11c41863e,TU 2015
dc9e4f22-1ed3-11e3-bfac-90b11c41863e,TU 2018
db556a8d-1ed3-11e3-bfac-90b11c41863e,TU 2021
dc960415-1ed3-11e3-bfac-90b11c41863e,TU 2023
dc9a2c3d-1ed3-11e3-bfac-90b11c41863e,TU 2023
db2cfc1d-1ed3-11e3-bfac-90b11c41863e,TU 2024
dcbdf5a1-1ed3-11e3-bfac-90b11c41863e,TU 2024
dcb3ef59-1ed3-11e3-bfac-90b11c41863e,TU 2025
dcc76672-1ed3-11e3-bfac-90b11c41863e,TU 2025
dc9402f1-1ed3-11e3-bfac-90b11c41863e,TU 2026
db30eb49-1ed3-11e3-bfac-90b11c41863e,TU 2028
dcbf9543-1ed3-11e3-bfac-90b11c41863e,TU 2030
dc9b4cd4-1ed3-11e3-bfac-90b11c41863e,TU 2034
db823fac-1ed3-11e3-bfac-90b11c41863e,TU 204
dcca0f21-1ed3-11e3-bfac-90b11c41863e,TU 2041
db4316e2-1ed3-11e3-bfac-90b11c41863e,TU 205
db60dd1b-1ed3-11e3-bfac-90b11c41863e,TU 2051
db683e01-1ed3-11e3-bfac-90b11c41863e,TU 2057
dccc7e31-1ed3-11e3-bfac-90b11c41863e,TU 206
db2edddb-1ed3-11e3-bfac-90b11c41863e,TU 2067
db2bbc3a-1ed3-11e3-bfac-90b11c41863e,TU 2074
db2a5d67-1ed3-11e3-bfac-90b11c41863e,TU 2080
db3d2a2d-1ed3-11e3-bfac-90b11c41863e,TU 209
db1c4abb-1ed3-11e3-bfac-90b11c41863e,TU 21
db843584-1ed3-11e3-bfac-90b11c41863e,TU 2116
dc9f2894-1ed3-11e3-bfac-90b11c41863e,TU 212
db51814f-1ed3-11e3-bfac-90b11c41863e,TU 2128
db7e6a59-1ed3-11e3-bfac-90b11c41863e,TU 2129
db493e01-1ed3-11e3-bfac-90b11c41863e,TU 213
db897316-1ed3-11e3-bfac-90b11c41863e,TU 2131
db288ed1-1ed3-11e3-bfac-90b11c41863e,TU 2132
db1c6b7d-1ed3-11e3-bfac-90b11c41863e,TU 2138
dc9da809-1ed3-11e3-bfac-90b11c41863e,TU 2139
db26fe4a-1ed3-11e3-bfac-90b11c41863e,TU 215
dcd8d819-1ed3-11e3-bfac-90b11c41863e,TU 2156
db841c28-1ed3-11e3-bfac-90b11c41863e,TU 2164
dca8bb67-1ed3-11e3-bfac-90b11c41863e,TU 218
db836642-1ed3-11e3-bfac-90b11c41863e,TU 2188
dc9fd0fb-1ed3-11e3-bfac-90b11c41863e,TU 2203
db80eaf1-1ed3-11e3-bfac-90b11c41863e,TU 2204
dc9ede64-1ed3-11e3-bfac-90b11c41863e,TU 2217
db74f8d7-1ed3-11e3-bfac-90b11c41863e,TU 2228
db58e0ec-1ed3-11e3-bfac-90b11c41863e,TU 2230
dc9bebf0-1ed3-11e3-bfac-90b11c41863e,TU 2234
db85009c-1ed3-11e3-bfac-90b11c41863e,TU 224
dcc16ca1-1ed3-11e3-bfac-90b11c41863e,TU 2240
dc952d29-1ed3-11e3-bfac-90b11c41863e,TU 2259
db3c0181-1ed3-11e3-bfac-90b11c41863e,TU 2260
dca4bb2a-1ed3-11e3-bfac-90b11c41863e,TU 2275
dcbd2472-1ed3-11e3-bfac-90b11c41863e,TU 2276
db30aa50-1ed3-11e3-bfac-90b11c41863e,TU 2279
db889fc0-1ed3-11e3-bfac-90b11c41863e,TU 2280
db681386-1ed3-11e3-bfac-90b11c41863e,TU 2282
dc94c529-1ed3-11e3-bfac-90b11c41863e,TU 2296
dccc789f-1ed3-11e3-bfac-90b11c41863e,TU 2298
db765336-1ed3-11e3-bfac-90b11c41863e,TU 2299
dc950563-1ed3-11e3-bfac-90b11c41863e,TU 231
